Time Stamp,Ignition Advance," RPM",AuxInput," AFM (V)",DME Voltage (V)," IAT (F)"," ECT (F)",Throttle Switch," ICV (%)",Fly. Mark (Errors),Fly. RPM (Errors),Fly. Tooth (Count),Flywheel Vehicle," NBO2 (V)",NBO2 Digital," FQS"," BAP (PSI)"," MAP (PSI)"," WBO2 (AFR)"," WBO2 (Lamda)",Ign. Dwell (ms),Inj. Pulse (ms),Fuel Pump,DME Program,Codeing Plug,AC Comp.
01:15:48:303006,23.53,2403,Disabled,2.23,13.80,9,66,Idle,71.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.4,7.4,ON,28 Pin,Removed,OFF
01:15:48:318629,19.38,2380,Disabled,2.18,13.80,9,66,Idle,71.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.5,7.0,ON,28 Pin,Removed,OFF
01:15:48:334248,19.38,2329,Disabled,2.09,13.80,9,66,Idle,71.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:349867,19.38,2304,Disabled,2.00,13.80,9,66,Idle,71.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:365488,19.38,2280,Disabled,1.92,13.81,9,67,Idle,71.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:381109,19.38,2242,Disabled,1.92,13.82,9,67,Idle,71.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:396728,20.76,2246,Disabled,1.82,13.82,9,67,Idle,70.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:412347,20.76,2224,Disabled,1.73,13.82,9,67,Idle,69.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:427967,20.76,2178,Disabled,1.63,13.82,9,67,Idle,69.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:443590,20.76,2119,Disabled,1.63,13.83,9,67,Idle,69.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:459207,20.76,2108,Disabled,1.46,13.82,9,67,Idle,68.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:474827,20.76,2108,Disabled,1.37,13.81,9,67,Idle,68.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.7,6.1,ON,28 Pin,Removed,OFF
01:15:48:490448,20.76,2051,Disabled,1.28,13.82,9,66,Idle,68.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:506068,20.76,2018,Disabled,1.24,13.82,9,66,Idle,68.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:521687,20.76,1989,Disabled,1.24,13.82,9,66,Idle,68.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:537307,19.38,1989,Disabled,1.21,13.82,9,66,Idle,68.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:552928,19.38,1934,Disabled,1.14,13.82,9,66,Idle,68.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:568547,19.38,1934,Disabled,1.11,13.82,9,66,Idle,68.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.8,6.1,ON,28 Pin,Removed,OFF
01:15:48:584168,19.38,1878,Disabled,1.11,13.81,9,66,Idle,68.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.9,6.1,ON,28 Pin,Removed,OFF
01:15:48:599790,19.38,1864,Disabled,1.10,13.82,9,66,Idle,67.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,4.9,6.1,ON,28 Pin,Removed,OFF
01:15:48:615408,19.38,1849,Disabled,1.10,13.82,9,66,Idle,67.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.0,6.1,ON,28 Pin,Removed,OFF
01:15:48:631028,19.38,1807,Disabled,1.10,13.82,9,66,Idle,67.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.0,6.1,ON,28 Pin,Removed,OFF
01:15:48:646647,19.38,1792,Disabled,1.10,13.82,9,67,Idle,66.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.2,6.1,ON,28 Pin,Removed,OFF
01:15:48:662267,19.38,1762,Disabled,1.10,13.82,9,67,Idle,66.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.2,6.1,ON,28 Pin,Removed,OFF
01:15:48:677887,19.38,1733,Disabled,1.10,13.82,9,67,Idle,66.6,1,1,130,944 NA,0.46,Lean,0,12.5,Disabled,Disabled,Disabled,5.2,6.1,ON,28 Pin,Removed,OFF
01:15:48:693507,19.38,1712,Disabled,1.10,13.82,9,67,Idle,65.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.2,6.1,ON,28 Pin,Removed,OFF
01:15:48:709127,17.99,1661,Disabled,1.11,13.83,9,66,Idle,65.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.2,6.1,ON,28 Pin,Removed,OFF
01:15:48:724747,17.99,1652,Disabled,1.11,13.83,9,66,Idle,65.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.2,6.1,ON,28 Pin,Removed,OFF
01:15:48:740366,17.99,1642,Disabled,1.11,13.83,9,66,Idle,65.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.4,6.1,ON,28 Pin,Removed,OFF
01:15:48:755987,17.99,1627,Disabled,1.11,13.82,9,66,Idle,65.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.4,6.1,ON,28 Pin,Removed,OFF
01:15:48:771607,17.99,1568,Disabled,1.11,13.83,9,66,Idle,65.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.5,2.0,ON,28 Pin,Removed,OFF
01:15:48:787228,17.99,1550,Disabled,1.11,13.82,9,67,Idle,65.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.5,2.0,ON,28 Pin,Removed,OFF
01:15:48:802847,17.99,1528,Disabled,1.11,13.82,9,67,Idle,65.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.6,2.0,ON,28 Pin,Removed,OFF
01:15:48:818466,16.61,1528,Disabled,1.11,13.82,9,67,Idle,65.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.7,1.3,ON,28 Pin,Removed,OFF
01:15:48:834087,16.61,1470,Disabled,1.11,13.82,9,67,Idle,66.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.8,1.3,ON,28 Pin,Removed,OFF
01:15:48:849707,16.61,1470,Disabled,1.12,13.82,9,67,Idle,66.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.9,1.3,ON,28 Pin,Removed,OFF
01:15:48:865326,16.61,1470,Disabled,1.12,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.9,1.8,ON,28 Pin,Removed,OFF
01:15:48:880947,16.61,1392,Disabled,1.12,13.81,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.8,1.8,ON,28 Pin,Removed,OFF
01:15:48:896567,16.61,1387,Disabled,1.12,13.80,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.8,1.7,ON,28 Pin,Removed,OFF
01:15:48:912187,15.23,1365,Disabled,1.12,13.81,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.9,1.7,ON,28 Pin,Removed,OFF
01:15:48:927807,15.23,1299,Disabled,1.12,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.0,1.7,ON,28 Pin,Removed,OFF
01:15:48:943428,15.23,1299,Disabled,1.12,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.0,1.7,ON,28 Pin,Removed,OFF
01:15:48:959048,15.23,1291,Disabled,1.12,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,5.9,1.7,ON,28 Pin,Removed,OFF
01:15:48:974667,15.23,1247,Disabled,1.12,13.80,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.0,1.7,ON,28 Pin,Removed,OFF
01:15:48:990287,15.23,1247,Disabled,1.12,13.80,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,1.8,ON,28 Pin,Removed,OFF
01:15:49:005907,15.23,1224,Disabled,1.12,13.81,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,1.8,ON,28 Pin,Removed,OFF
01:15:49:021526,15.23,1224,Disabled,1.12,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,1.8,ON,28 Pin,Removed,OFF
01:15:49:037147,15.23,1165,Disabled,1.13,13.80,9,67,Idle,66.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,1.9,ON,28 Pin,Removed,OFF
01:15:49:052767,13.84,1117,Disabled,1.13,13.79,9,67,Idle,67.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,1.9,ON,28 Pin,Removed,OFF
01:15:49:068389,13.84,1117,Disabled,1.13,13.79,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,1.9,ON,28 Pin,Removed,OFF
01:15:49:084007,13.84,1095,Disabled,1.13,13.80,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.0,ON,28 Pin,Removed,OFF
01:15:49:099628,13.84,1095,Disabled,1.13,13.80,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.0,ON,28 Pin,Removed,OFF
01:15:49:115246,13.84,1056,Disabled,1.13,13.80,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.0,ON,28 Pin,Removed,OFF
01:15:49:130867,13.84,1056,Disabled,1.13,13.81,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.0,ON,28 Pin,Removed,OFF
01:15:49:146487,13.84,1029,Disabled,1.13,13.81,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.0,ON,28 Pin,Removed,OFF
01:15:49:162107,13.84,969,Disabled,1.13,13.82,9,67,Idle,68.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.0,ON,28 Pin,Removed,OFF
01:15:49:177728,13.84,969,Disabled,1.13,13.82,9,67,Idle,68.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.0,ON,28 Pin,Removed,OFF
01:15:49:193347,13.84,962,Disabled,1.13,13.82,9,67,Idle,69.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.0,ON,28 Pin,Removed,OFF
01:15:49:208967,13.84,955,Disabled,1.13,13.82,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.3,ON,28 Pin,Removed,OFF
01:15:49:224589,13.84,955,Disabled,1.13,13.82,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.3,ON,28 Pin,Removed,OFF
01:15:49:240207,13.84,939,Disabled,1.13,13.81,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.3,ON,28 Pin,Removed,OFF
01:15:49:255827,13.84,923,Disabled,1.13,13.81,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.3,ON,28 Pin,Removed,OFF
01:15:49:271446,13.84,923,Disabled,1.13,13.81,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.3,ON,28 Pin,Removed,OFF
01:15:49:287067,13.84,923,Disabled,1.13,13.82,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.3,ON,28 Pin,Removed,OFF
01:15:49:302687,13.84,860,Disabled,1.12,13.81,9,67,Idle,69.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.4,ON,28 Pin,Removed,OFF
01:15:49:318307,13.84,860,Disabled,1.12,13.81,9,67,Idle,69.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.4,ON,28 Pin,Removed,OFF
01:15:49:333927,13.84,860,Disabled,1.12,13.80,9,67,Idle,69.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.4,ON,28 Pin,Removed,OFF
01:15:49:349548,13.84,814,Disabled,1.12,13.80,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.7,2.5,ON,28 Pin,Removed,OFF
01:15:49:365167,13.84,814,Disabled,1.12,13.81,9,67,Idle,69.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.5,ON,28 Pin,Removed,OFF
01:15:49:380787,12.46,790,Disabled,1.12,13.82,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.0,2.5,ON,28 Pin,Removed,OFF
01:15:49:396407,12.46,765,Disabled,1.12,13.82,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.5,ON,28 Pin,Removed,OFF
01:15:49:412028,12.46,765,Disabled,1.12,13.82,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.5,ON,28 Pin,Removed,OFF
01:15:49:427647,12.46,726,Disabled,1.12,13.81,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.7,ON,28 Pin,Removed,OFF
01:15:49:443266,12.46,726,Disabled,1.12,13.81,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.0,2.7,ON,28 Pin,Removed,OFF
01:15:49:458887,12.46,726,Disabled,1.12,13.79,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.0,2.7,ON,28 Pin,Removed,OFF
01:15:49:474507,12.46,716,Disabled,1.12,13.79,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.7,ON,28 Pin,Removed,OFF
01:15:49:490128,12.46,716,Disabled,1.12,13.81,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.7,ON,28 Pin,Removed,OFF
01:15:49:505749,12.46,712,Disabled,1.11,13.81,9,67,Idle,69.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.9,ON,28 Pin,Removed,OFF
01:15:49:521366,12.46,712,Disabled,1.11,13.81,9,67,Idle,68.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.9,ON,28 Pin,Removed,OFF
01:15:49:536987,12.46,690,Disabled,1.11,13.82,9,67,Idle,68.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.1,2.9,ON,28 Pin,Removed,OFF
01:15:49:552607,16.61,690,Disabled,1.10,13.82,9,67,Idle,67.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.0,2.9,ON,28 Pin,Removed,OFF
01:15:49:568227,16.61,690,Disabled,1.10,13.82,9,67,Idle,67.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.0,2.9,ON,28 Pin,Removed,OFF
01:15:49:583847,16.61,690,Disabled,1.10,13.80,9,67,Idle,67.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,7.0,2.9,ON,28 Pin,Removed,OFF
01:15:49:599466,16.61,712,Disabled,1.09,13.81,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.9,2.8,ON,28 Pin,Removed,OFF
01:15:49:615088,16.61,712,Disabled,1.09,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.8,ON,28 Pin,Removed,OFF
01:15:49:630710,22.15,716,Disabled,1.09,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.8,ON,28 Pin,Removed,OFF
01:15:49:646327,22.15,719,Disabled,1.09,13.82,9,67,Idle,66.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.8,ON,28 Pin,Removed,OFF
01:15:49:661947,22.15,719,Disabled,1.09,13.82,9,67,Idle,65.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.8,ON,28 Pin,Removed,OFF
01:15:49:677566,22.15,712,Disabled,1.10,13.83,9,67,Idle,65.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.9,ON,28 Pin,Removed,OFF
01:15:49:693187,22.15,712,Disabled,1.11,13.83,9,67,Idle,65.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.8,2.9,ON,28 Pin,Removed,OFF
01:15:49:709072,22.15,712,Disabled,1.11,13.81,9,67,Idle,65.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.7,2.9,ON,28 Pin,Removed,OFF
01:15:49:719079,22.15,712,Disabled,1.11,13.81,9,67,Idle,65.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.7,2.9,ON,28 Pin,Removed,OFF
01:15:49:740223,22.15,724,Disabled,1.11,13.82,9,67,Idle,65.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.9,ON,28 Pin,Removed,OFF
01:15:49:755845,22.15,726,Disabled,1.11,13.82,9,67,Idle,64.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.9,ON,28 Pin,Removed,OFF
01:15:49:771465,22.15,727,Disabled,1.11,13.83,9,67,Idle,63.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.9,ON,28 Pin,Removed,OFF
01:15:49:787085,22.15,727,Disabled,1.11,13.83,9,67,Idle,62.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.9,ON,28 Pin,Removed,OFF
01:15:49:802704,17.99,755,Disabled,1.11,13.84,9,67,Idle,62.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.9,ON,28 Pin,Removed,OFF
01:15:49:818323,17.99,755,Disabled,1.11,13.85,9,67,Idle,62.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.9,ON,28 Pin,Removed,OFF
01:15:49:833944,17.99,765,Disabled,1.11,13.84,9,67,Idle,62.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,2.7,ON,28 Pin,Removed,OFF
01:15:49:849564,17.99,765,Disabled,1.11,13.84,9,67,Idle,61.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.7,ON,28 Pin,Removed,OFF
01:15:49:865184,17.99,765,Disabled,1.11,13.83,9,67,Idle,61.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,2.7,ON,28 Pin,Removed,OFF
01:15:49:880804,17.99,791,Disabled,1.10,13.83,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.7,ON,28 Pin,Removed,OFF
01:15:49:896424,17.99,791,Disabled,1.10,13.83,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.7,ON,28 Pin,Removed,OFF
01:15:49:912046,17.99,784,Disabled,1.10,13.81,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.6,ON,28 Pin,Removed,OFF
01:15:49:927664,17.99,784,Disabled,1.10,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:49:943284,13.84,784,Disabled,1.10,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:49:958904,13.84,819,Disabled,1.10,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:49:974524,13.84,819,Disabled,1.10,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:49:990144,13.84,819,Disabled,1.10,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,2.6,ON,28 Pin,Removed,OFF
01:15:50:005764,13.84,819,Disabled,1.10,13.82,9,67,Idle,59.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,2.6,ON,28 Pin,Removed,OFF
01:15:50:021385,9.69,842,Disabled,1.10,13.81,9,67,Idle,59.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:50:037007,9.69,842,Disabled,1.10,13.82,9,67,Idle,59.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:50:052624,9.69,843,Disabled,1.10,13.81,9,67,Idle,59.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:50:068246,9.69,844,Disabled,1.10,13.81,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.6,ON,28 Pin,Removed,OFF
01:15:50:083864,9.69,848,Disabled,1.10,13.81,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:50:099484,9.69,848,Disabled,1.10,13.81,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:50:115104,9.69,851,Disabled,1.10,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.6,ON,28 Pin,Removed,OFF
01:15:50:130725,9.69,864,Disabled,1.10,13.81,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,2.5,ON,28 Pin,Removed,OFF
01:15:50:146343,9.69,864,Disabled,1.10,13.83,9,67,Idle,59.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:161965,9.69,867,Disabled,1.10,13.82,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:177585,9.69,867,Disabled,1.10,13.83,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.5,ON,28 Pin,Removed,OFF
01:15:50:193204,9.69,869,Disabled,1.10,13.82,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.5,ON,28 Pin,Removed,OFF
01:15:50:208824,9.69,869,Disabled,1.11,13.82,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:224446,9.69,869,Disabled,1.11,13.82,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:240064,8.30,881,Disabled,1.11,13.82,9,67,Idle,59.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:255684,8.30,881,Disabled,1.11,13.83,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:271304,8.30,875,Disabled,1.11,13.83,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,2.4,ON,28 Pin,Removed,OFF
01:15:50:286923,8.30,871,Disabled,1.11,13.83,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:50:302544,8.30,871,Disabled,1.11,13.84,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:50:318165,8.30,867,Disabled,1.11,13.83,9,67,Idle,59.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
01:15:50:333784,8.30,866,Disabled,1.11,13.82,9,67,Idle,60.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,2.4,ON,28 Pin,Removed,OFF
